type,organization,comment,coords,photo,address,district,subdistrict,province,timestamp
ทางเท้า,เพื่อนชัชชาติ,"รื้อบ้านแล้วเอาไม้มากองไว้ที่ถนนแบบนี้ ไม่น่าชมเลยค่ะ🥲 รบกวนแจ้งที่สำนักงานเขตหรือตำรวจในพื้นที่เข้ามาจัดการหน่อยได้มั้ยคะ🥺","[100.58079319757,13.884567399467]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/b1b800c69c298ad3367f9992f7c455a29578d96b.jpg,"เลขที่ ไอทีสแควร์หลักสี่ ห้อง32-33 ชั้น3 ถนน กำแพงเพชร 6 แขวง ตลาดบางเขน เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย",หลักสี่,ตลาดบางเขน,กรุงเทพมหานคร,"2021-12-13 06:02:00.525419+00"
อื่นๆ,เพื่อนชัชชาติ,"หน้าปากซอย ลาดพร้าววังหิน26","[100.591311,13.809102]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/ca219e4d42d3d86d8cdd013b044b705ebf8ce26b.jpg,"17/73 17/73 ถ. ลาดพร้าววังหิน แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย",ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,"2021-12-13 05:53:36.861064+00"
จราจร,เพื่อนชัชชาติ,"แจ้งปัญหาถนนพัฒนาชนบท 4 คลองสองต้นนุ่น ลาดกระบัง ชำรุดเสียหายหนัก จากรถบรรทุกขนดิน 18 ล้อ ถนนไม่สามารถขับสวนเลนได้ตามปกติ ต้องขับหลบถนนที่ยุบพังเสียหายอย่างหนัก บางจุดเป็นเนินสูงขึ้นมา ทำให้ผู้สัญจรไปมาอาจเกิดอันตรายขึ้น ทาง สนข แจ้งรอผู้รับเหมาแก้ไขให้เอง อยากให้ช่วยประสานงานเขตเขามากำกับดูแลแก้ไขโดยด่วน","[100.731493458152,13.7355621932034]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/7491e8a7de62be4154f80be9d0e5513715a190c8.jpg,"157 ถ. พัฒนาชนบท 4 แขวง คลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย",ลาดกระบัง,คลองสองต้นนุ่น,กรุงเทพมหานคร,"2021-12-13 04:15:14.935204+00"
อื่นๆ,เพื่อนชัชชาติ,"หมาบ้านตรงข้ามหอนเสียงดังมากๆ หลายเดือน ไม่แน่ใจว่าถึงปีรึยัง แต่หอนrandomทั้งวัน เสียสุขภาพจิตไปด้วยแล้วค่ะ (ช่วยด้วย)รบกวนใครก็ได้ช่วยด้วยค่ะ","[100.441876910627,13.6808500245339]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/3e94183d214abfdd2b0561d638b3a824214a5ced.jpg,"132 ซ. เอกชัย 49 แขวง บางบอน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย",บางบอน,บางบอน,กรุงเทพมหานคร,"2021-12-12 17:04:03.107789+00"
อื่นๆ,เพื่อนชัชชาติ,"เขตป้อมปราบ ถ.22กรกฎาคม1 สายสื่อสารสายไฟ พาดรกรุงรัง","[100.511527,13.743293]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/cb2ddb6405eadb4ee2a88cd2676fa7929d1739d9.jpg,"36 ถนน ยี่สิบสองกรกฏา คม 1 แขวง ป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100 ประเทศไทย",ป้อมปราบศัตรูพ่าย,ป้อมปราบ,กรุงเทพมหานคร,"2021-12-12 14:00:00.480675+00"
อื่นๆ,เพื่อนชัชชาติ,"ขอแจ้งเรื่องไปส่องสว่างเสีย เสียมาหลายปีแล้ว","[100.575824,13.80162]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/fc08527628174bf143847a73f12cdc9ebddfd5f4.jpg,"74/29 ถ. ลาดพร้าว แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จันทรเกษม,กรุงเทพมหานคร,"2021-12-12 12:09:33.087982+00"
อื่นๆ,เพื่อนชัชชาติ,"น้ำท่วมซอยเทียนทะเล19แยก2 ครับ ผมเข้าไปตอน20:30ท่วมประมาณข้อเท้าครับ ท่วมมาเเป็นเดือนแล้วครับ","[100.449909,13.616287]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/ecbbe283b25a4bbb5697625a0711050ee581d951.jpg,"15/3 เทียนทะเล แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย",บางขุนเทียน,ท่าข้าม,กรุงเทพมหานคร,"2021-12-12 11:19:22.825762+00"
อื่นๆ,เพื่อนชัชชาติ,"1.ในซอย 42 ถนนพระราม2  ตั้งแต่ต้นซอย เป็นหลุม เยอะมากครับ อยากให้มาช่วยกลบหลุมในซอยครับ","[100.454646237195,13.6730869464336]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/5d0b90d6d72cdeec7d7cbac5cf19e021206d4f79.jpg,"27/1 พระรามที่ 2 ซอย 42 แขวง บางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย",จอมทอง,บางมด,กรุงเทพมหานคร,"2021-12-12 08:25:28.094235+00"
อื่นๆ,เพื่อนชัชชาติ,"พื้นไม่เสมอ ทำให้นักเรียน และครู ตลอดจนประชาชนสะดุดล้มบ่อย และฝาท่อที่ กทม. เคยมาทำแล้วปิดไม่สนิท เคยแจ้งไปแล้ว แต่ไม่มีหน่วยงานไหนมาทำ","[100.498899,13.743248]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/28a682cbc414618e95f482d7a36ad56aa48b33f1.jpg,"ตรงข้าม โรงเรียนสวนกุหลาบวิทยาลัย แขวง วังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย",พระนคร,วังบูรพาภิรมย์,กรุงเทพมหานคร,"2021-12-12 05:01:23.432353+00"
อื่นๆ,เพื่อนชัชชาติ,"ถนนทะลุสุขสวัสดิ์64 ทะลุประชาอุทิศ33 มีกรวยทั้งขวางถนนมาเป็นอาทิตย์แล้วทำให้ต้องเบี่ยงเลนหลบทุกวัน","[100.511156693101,13.6505569346761]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/8e05eaced3033d31d299c1683bc9612724705a38.jpg,"116/4 ซ. ประชาอุทิศ 33 แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย",ทุ่งครุ,บางมด,กรุงเทพมหานคร,"2021-12-12 04:46:07.080945+00"
ทางเท้า,เพื่อนชัชชาติ,"ฟุตบาทไม่เรียบ
ฝาท่อเยอะ
เสาเยอะเกิน บางป้ายก็น่าจะไปอยู่รวมๆ กันได้","[100.547453686595,13.7423517100419]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/29d9203083e3ee6b8803a9e49c92833439c5ac04.jpg,"หลังแยกเพลินจิต แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย",ปทุมวัน,ลุมพินี,กรุงเทพมหานคร,"2021-12-11 14:07:25.367789+00"
อื่นๆ,เพื่อนชัชชาติ,ครับ,"[100.568786,13.80859]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/78c267a6039d36d3a506c86a4ac6b956893fc40f.jpg,"320 322 ถ. ลาดพร้าว แขวง จอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จอมพล,กรุงเทพมหานคร,"2021-12-11 11:49:29.014984+00"
ความปลอดภัย,เพื่อนชัชชาติ,"1. รถเข็นขายส้มตำตั้งร้านบนฟุตบาท บังการทองเห็นเวลาจะออกจากซอย รามคำแหง79/2","[100.633412450552,13.7614412251617]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/d1f1c0b01af1ebe58bd0d75f6a1583864820e23a.jpg,"2859 ถนน รามคำแหง แขวง หัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย",บางกะปิ,หัวหมาก,กรุงเทพมหานคร,"2021-12-11 11:14:20.459223+00"
อื่นๆ,เพื่อนชัชชาติ,ภาพสถานีรถไฟฟ้าบางขุนนนท์,"[100.472298,13.762307]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/9b99ce964791521d536b0156ed8bcfb006974fb5.jpg,"529/6 ถ. จรัญสนิทวงศ์ แขวง บางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย",บางกอกน้อย,บางขุนศรี,กรุงเทพมหานคร,"2021-12-11 10:34:21.779721+00"
อื่นๆ,เพื่อนชัชชาติ,"ตรงแยกไฟแดงใกล้สถานีดับเพลิงและกู้ภัยสุทธิสาร ทางตรงจากทั้งเลนตรงและเลนสวนมีเครื่องหมายให้สามารถเลี้ยวรถได้ แต่ปรากฎว่าสัญญาณไฟไม่มีการบอกว่าให้รถเลี้ยวได้หรือยัง รถเลยเลี้ยวกันมั่วมาก ทางตรงก็จะไป ทางเลี้ยวก็จะมา อันตรายมาก มีข้อพิพาทกันก็บ่อยเพราะไฟเขียวกันทั้งคู่ ต่างฝ่ายต่างคิดว่าตัวเองมีสิทธิ์ไป","[100.561858825386,13.7893342504773]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/10143269cf6f5232308258679098ab253eb9a45f.jpg,"แยกสุทธิสาร กรุงเทพมหานคร 10400 ประเทศไทย",ดินแดง,ดินแดง,กรุงเทพมหานคร,"2021-12-11 10:32:55.077227+00"
ความปลอดภัย,เพื่อนชัชชาติ,"1.รามคำแหงซอย 3/1 ทำถนน ทำท่อนานมาก แถมก่อสร้างไม่ได้มาตรฐานน้ำท่วมถนนไปหมดคนเดินไม่ได้ เอา ของก่อสร้างไปวางไว้บนฟุตบาทอีก ย่าเกลียดมา","[100.601122646494,13.746372476734]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/2e655b06b40afeec7c47c68b491b9327cbc01aa2.jpg,"169/10 ถนน รามคำแหง แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย",สวนหลวง,สวนหลวง,กรุงเทพมหานคร,"2021-12-11 06:02:54.3304+00"
ทางเท้า,เพื่อนชัชชาติ,"ฝาที่ปิด วาล์วน้ำของการประปาหาย หรือไม่มี ครับ (ที่เป็นฝาเหล็กกลมๆ เล็กๆ) บริเวณปากซอยรามอินทรา 42/1(แยก3) แขวงรามอินทรา เขตคันนายาว  

ทำให้มันเป็นหลุมโบ๋ๆ เวลาเด็กๆ เดินหรือเล่น ขามักจะตกลงไปในรูนี้ ได้แจ้งการประปาไปแล้วแต่ก็เงียบ ไม่มาทำให้สักที และหลุมนี้มีหญ้าขึ้นด้วย ทำให้แมวมาขี้ใส่ ตอนนี้ต้องแก่เอาเองครับโดยเอาทรายมาใส่ไว้ให้เต็มหลุม เพื่อไม่ให้คนเดินตกหรือขาเด็กตกลงไป แต่แมวก็ยังมีขี้ครับ อย่างว่าแหละเป็นทรายด้วย ถ้าหากไม่เป็นการรบกวน ช่วยผมหน่อยนะครับ ขอบคุณครับ เดี๋ยวผมจะถ่ายรูปส่งไปให้ครับ","[100.6511522457,13.8435220071006]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/b9cd49dd3005fd19ab18e9d256d36f5c8d77ae0a.jpg,"29 ซอย รามอินทรา 42/1 แขวง รามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย",คันนายาว,รามอินทรา,กรุงเทพมหานคร,"2021-12-11 04:38:44.500808+00"
ความปลอดภัย,เพื่อนชัชชาติ,"1. บริเวณเกาะกลางถนนไฟฟ้าไม่สว่าง/ไม่มีหลอดไฟ + ป้ายรถเมล์ไม่มีไฟฟ้าส่ิงสว่าง
3. พิกัด ถนนเลียบคลองสอง ซอย 28 บางชัน คลองสามวา","[100.71694,13.861247]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/38c9e7d07e2e69039ee986fdf8a7bf1aa6cba63c.jpg,"ถนน เลียบคลองสอง - ซอย เลียบคลองสอง 28 แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย",คลองสามวา,บางชัน,กรุงเทพมหานคร,"2021-12-11 04:37:35.822049+00"
ทางเท้า,เพื่อนชัชชาติ,"พื้นทางเท้าพังเนื่องจากการใช้รถจักรยานยนต์บนทางเท้า ทำให้เกิดน้ำขังใต้แผ่นกระเบื้อง","[100.582462,13.851671]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/99dc8a02688703e58237dfefc0895287dff7c142.jpg,"8 ถ. พหลโยธิน แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,ลาดยาว,กรุงเทพมหานคร,"2021-12-11 02:22:59.343215+00"
อื่นๆ,เพื่อนชัชชาติ,"พื้นทางเท้าพังเนื่องจากการใช้รถจักรยานยนต์บนทางเท้า ทำให้เกิดน้ำขังใต้แผ่นกระเบื้อง","[100.582442,13.851649]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/682f3078826b9a5e52f16d5aa4ad11e331f140c0.jpg,"8 ถ. พหลโยธิน แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,ลาดยาว,กรุงเทพมหานคร,"2021-12-11 02:20:54.11251+00"
อื่นๆ,เพื่อนชัชชาติ,"เกรงใจ ผอ. ต้องแจ้งทุกครั้ง","[100.508746,13.726397]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/baa44bd7898dce9e310103020f2e34bda9f43022.jpg,"112 ซอย เจริญนคร แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย",คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,"2021-12-11 01:55:02.436738+00"
อื่นๆ,เพื่อนชัชชาติ,"ตรงข้ามไอคอนสยาม สถานีเจริญนคร","[100.508801,13.72635]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/fc6b6f4a92afde1b86adc4a732954c5a6311f30d.jpg,"112 ซอย เจริญนคร แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย",คลองสาน,คลองต้นไทร,กรุงเทพมหานคร,"2021-12-11 01:53:08.360802+00"
อื่นๆ,เพื่อนชัชชาติ,"ฟุตบาท พัง น้ำเฉอะแฉะ","[100.71493,13.721644]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/2c6a9d7f53686cfdf59b8459e4e00baa393216f0.jpg,"280/3 ถนน ลาดกระบัง แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย",ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,"2021-12-10 16:10:14.339616+00"
อื่นๆ,เพื่อนชัชชาติ,"ถนนลาดพร้าว บริเวณหน้าซอยลาดพร้าว 82 ทางข้ามถนนเกาะกลาง มีการเอาแท่งปูนมาวางขวางทางข้าม ทำให้คนข้ามถนนอันตรายเพราะข้ามสวนกันไม่ได้ เข้าออกลำบาก ถ้ามีคนยืนอยู่ คนที่ข้ามมาต้องยืนรอกลางถนน","[100.607067,13.787422]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/184b88766ba1787ffda46859cd72bbbb48f0b19d.jpg,"2078 ถ. ลาดพร้าว แขวง วังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย",วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,"2021-12-10 12:45:41.078391+00"
จราจร,เพื่อนชัชชาติ,"ปากซอยพระราม3 ซอย23 หน้าไทยพาณิชย์ พื้นกระดก พ่อขี่มอเตอร์ไซค์สะดุดเกือบล้ม","[100.513580068946,13.6889389251347]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/6d1e3a6edd8cebc363c8445f3186f0907b57d005.jpg,"479 ถ. พระรามที่ 3 แขวง บางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย",บางคอแหลม,บางโคล่,กรุงเทพมหานคร,"2021-12-10 12:19:39.780494+00"
อื่นๆ,เพื่อนชัชชาติ,"เข้ามาตรวจสอบหน่อยครับ แถวสุเหล่าคลองหนึ่ง กีบหมู การจราจรหนาแน่นมากกกกกกครับ","[100.706312,13.842099]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/cbe3b3dbf351c9abf422b47faa2f35b765aa6ef3.jpg,"375 ถนน สุเหร่าคลองหนึ่ง แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย",คลองสามวา,บางชัน,กรุงเทพมหานคร,"2021-12-10 12:14:46.36131+00"
อื่นๆ,เพื่อนชัชชาติ,"ฟุตบาทถนนเทพรักษ์ (ถนนเส้นตัดใหม่ตรงbig c สะพานใหม่) มีการขยายพื้นผิวจราจร เลยลดปรับพื้นที่ในส่วนของฟุตบาทเสร็จแล้ว เหลือแต่ฝาท่อที่สูงกว่าฟุตบาท เก็บงานไม่เรียบร้อยตามภาพค่ะ","[100.606343,13.890267]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/20e7c62ed9ca0edd97a96502f95af6919f5ce466.jpg,"3/1703 ซ. 4 แยก 2 แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220 ประเทศไทย",บางเขน,อนุสาวรีย์,กรุงเทพมหานคร,"2021-12-10 11:53:03.739874+00"
ทางเท้า,เพื่อนชัชชาติ,"ทางเท้า ตามพิกัด มีฝาท่อเปิด และมีสายไฟ,เคเบิ้ล วางขวางทาง","[100.426882,13.780801]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/05c03fd04af170cfcd42683c78825f4715f571bf.jpg,"2 ถนน บรมราชชนนี แขวง ฉิมพลี เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย",ตลิ่งชัน,ฉิมพลี,กรุงเทพมหานคร,"2021-12-10 10:09:44.281995+00"
อื่นๆ,เพื่อนชัชชาติ,"แจ้งปัญหารถติด ถนนพญาไท","[100.534674072466,13.7586814069292]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/be9553302eed212a9eb5259d69b5a6f129c17479.jpg,"101 ถนน พญาไท แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย",ราชเทวี,ถนนพญาไท,กรุงเทพมหานคร,"2021-12-10 10:06:40.7138+00"
ขยะ,เพื่อนชัชชาติ,"อยากให้มีรถขยะไปเก็บขยะข้างโรงเรียนนิธิปริญญาครับ ที่เป็นกลุ่มของวินรถตู้","[100.546990721045,13.7630763016832]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/d0d3385ddbe3bcb04ff1649d205c76e06dbe5e75.jpg,"700 ถนน ดินแดง แขวง ดินแดง เขตดินแดง กรุงเทพมหานคร 10400 ประเทศไทย",ดินแดง,ดินแดง,กรุงเทพมหานคร,"2021-12-10 06:41:33.611765+00"
จราจร,เพื่อนชัชชาติ,"1. ถนนพัฒนาชนบท 4 คลองสองต้นนุ่น ลาดกระบัง 10260 ถนนชำรุดเสียหายอย่างหนักจากรถบรรทุกดินถมที่เตรียมสร้างบ้านจัดสรรค์ รถยนต์ต้องขับสวนกัน ในช่วงกลางคืนจะอันตรายมากเพราะแสงสว่างไม่เพรยงพอ","[100.731456913054,13.7333722576848]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/1a838fd036023f91b838541e98868e1d8644b7c8.jpg,"124 ถ. พัฒนาชนบท 4 แขวง คลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย",ลาดกระบัง,คลองสองต้นนุ่น,กรุงเทพมหานคร,"2021-12-10 06:18:42.633117+00"
ความปลอดภัย,เพื่อนชัชชาติ,"สถานี mrt ภาษีเจริญ บริเวณป้ายรถเมล์ อยู่ฝั่งตรงข้ามซีคอนบางแคครับ","[100.433934554458,13.7128648838508]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/c7f04bd794cebd12cc20500c8d8f8ea5ec914c6c.jpg,"ห้างฟิวเจอร์ปาร์คบางแค แขวง บางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย",ภาษีเจริญ,บางหว้า,กรุงเทพมหานคร,"2021-12-10 05:48:02.528026+00"
ความปลอดภัย,เพื่อนชัชชาติ,ใครรับผิดชอบ,"[100.523359,13.69005]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/f84f63899b5d40654ae10804aa32f84c57d5db97.jpg,"หมู่บ้านเอสต้าโฮม ไพรเวทพาร์ค แขวง บางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย",บางคอแหลม,บางโคล่,กรุงเทพมหานคร,"2021-12-10 05:46:32.398254+00"
ทางเท้า,เพื่อนชัชชาติ,"1. ขอบฟุตบาทแตกเนื่องจาก รถดูดส้วม ของ กทม. มาจอด แล้วปีนฟุตบาทจนแตก","[100.497278656733,13.7481645278063]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/038abe4362b4b802fab4c1f9b7f778c4824299d4.jpg,"90 ซอย พระยาศรี แขวง วังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย",พระนคร,วังบูรพาภิรมย์,กรุงเทพมหานคร,"2021-12-10 05:38:56.71011+00"
จราจร,เพื่อนชัชชาติ,"-มีรถจอดในที่ห้ามจอด บริเวณแยก วัดดวงแข ทำให้รถติดมากมายครับ โดยเฉพาะชั่วโมงเร่งด่วน","[100.519736,13.740589]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/672073b42769941ec829a1348babc9e1653561da.jpg,"95 ถนน เจริญเมือง แขวง รองเมือง เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย",ปทุมวัน,รองเมือง,กรุงเทพมหานคร,"2021-12-10 05:01:04.955289+00"
ความปลอดภัย,เพื่อนชัชชาติ,จุดนี้อยู่หลังสำนักงานเขตหนองแขม,"[100.347905047238,13.7021781133144]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/769f4b763e16baa74a273674196da101e3a16f32.jpg,"65/55 ซอย มาเจริญ 1/3 แขวง หนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย",หนองแขม,หนองค้างพลู,กรุงเทพมหานคร,"2021-12-10 04:50:42.914433+00"
อื่นๆ,เพื่อนชัชชาติ,"ตึกใกล้ๆ คอนโดสุขสวัสดิ์ กำลังติดกระจกสะท้อน เกรงจะมีปัญหาต่อคอนโดเรื่องแสงสะท้อน และอาจผิดกฏหมาย","[100.512751,13.668711]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/17a47c11883e03e25bea75848d01a1a90b17b3f7.jpg,"197 ถ. สุขสวัสดิ์ แขวง ราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140 ประเทศไทย",ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,"2021-12-10 02:48:08.62022+00"
ขยะ,เพื่อนชัชชาติ,"ขยะในหมู่บ้าน ไม่ค่อยมาเก็บ เก็บไม่ตรงเวลา แจ้งเจ้าหน้าที่เขตแล้ว แต่บอกปัญหาคือเจ้าหน้าที่ไม่พอ พื้นที่เขตกว้างเกินไป อันนี้สามารถแจ้งได้ไหมครับ ไม่รู้จะแก้ยังไงครับ","[100.714951939881,13.7605502399011]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/0d93a0e2f52a6ebad83b165bef4fa40396d148e3.jpg,"95/161 เพอร์เฟคเพลสพระราม9กรุงเทพกรีฑา แขวง คลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย",ลาดกระบัง,คลองสองต้นนุ่น,กรุงเทพมหานคร,"2021-12-10 00:59:47.815394+00"
อื่นๆ,เพื่อนชัชชาติ,"ปัญหาคือ ทำสูงกว่าเดิมมากถึงมากที่สุด ชาวบ้านเดือดร้อน เนื่องจากถ้าฝนตกจะมีน้ำไหลเข้าบ้าน ซึ่งเป็นเขตชุมชน และหมู่บ้านตั้งอยู่มาก","[100.545810833573,13.8800997531819]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/5f3606a9b5414f25b8bf7eccab92ae1f970e8f7a.jpg,"626 ถ. สามัคคี ท่าทราย อำเภอเมืองนนทบุรี นนทบุรี 11120 ประเทศไทย",เมืองนนทบุรี,ท่าทราย,นนทบุรี,"2021-12-09 15:29:52.193586+00"
ทางเท้า,เพื่อนชัชชาติ,"- แผ่นปูทางเท้าชำรุด พื้นทรุดตัว เป็นแนวยาว","[100.577546,13.803768]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/338c9341224b67ff52858951854a974644f686ed.jpg,"548/7 ถ. ลาดพร้าว แขวง จันทรเกษม เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย",จตุจักร,จันทรเกษม,กรุงเทพมหานคร,"2021-12-09 13:08:00.033581+00"
น้ำท่วม,เพื่อนชัชชาติ,"ซอยลาดพร้าววังหิน 75 ถนนลาดพร้าววังหิน แขวงลาดพร้าว เขตลาดพร้าว

1. หลังจากฝนตกต่อเนื่องประมาณ 30 นาที น้ำท่วมซอยสูงประมาณ 20 ซม ใช้เวลาระบายราวๆ 3-5 ชม. กว่าน้ำในซอยแห้ง
หากฝนตกนานกว่า 1 ชม  ใช้เวลา 2-3 วัน กว่าน้ำในซอยแห้ง
หากนานกว่านั้น ต้นซอยน้ำแห้ง ปลายซอยน้ำเน่า","[100.591648814174,13.8227965811337]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/6b71a10f77a724a6151180eb5eb5bb0fc1500ce9.jpg,"702 ถ. ลาดพร้าววังหิน แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230 ประเทศไทย",ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,"2021-12-09 12:29:08.408763+00"
น้ำท่วม,เพื่อนชัชชาติ,"ที่จอดรถทางเข้าสวนลุมพินีด้านตรงข้ามโรงพยาบาลจุฬา

เพียงแค่ฝนตกเล็กน้อยก็มีน้ำท่วมขังในระดับสูงมากสร้างความลำบากแก่ผู้จอดรถและผู้มาใช้สวนลุมพินีเป็นอย่างยิ่ง

ทั้งที่เป็นถนนหน้าประตูใหญ่ของสวนสาธารณะที่สำคัญที่สุดของประเทศไทย","[100.538383126259,13.7331546960492]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/faa4393405063cc35b000389cfb3eed70ac54f86.jpg,"ประตูราชดำริ สวนลุมพินี 1873 ถนน ราชดำริ แขวง ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย",ปทุมวัน,ลุมพินี,กรุงเทพมหานคร,"2021-12-09 12:11:50.852701+00"
อื่นๆ,เพื่อนชัชชาติ,"ถนนเจริญนคร บริเวณแยกบุคคโล มีรถบรรทุกออกจากที่ดินแปลงหนึ่ง ไม่ทำความสะอาดล้อ ทำให้ดินติดล้อรถออกมาจำนวนมาก เลอะบนพื้นผิวการจราจร พอแห้ง ก็กลายเป็นฝุ่นฟุ้งกระจายไปทั่ว เคยแจ้ง กทม ไปเป็น 10 รอบ ก็ไม่สามารถจัดการปัญหาได้","[100.489233322442,13.7038256711583]",https://storage.googleapis.com/traffy_public_bucket/attachment/2021-12/8383f65389248e30f1bb0d87f221ad93631c4970.jpg,"ตลาดจักรกล แขวง สำเหร่ เขตธนบุรี กรุงเทพมหานคร 10600 ประเทศไทย",ธนบุรี,สำเหร่,กรุงเทพมหานคร,"2021-12-09 11:51:30.682666+00"
